	Sentence	Unsupervised Metric	Classification	Gold Standard
32	These Metropolitan County Councils erm I beg Your Lordships pardon , these Metropolitan County Authorities are composed entirely of councillors , representative districts and magistrates .	0.7113265254085772	True	True
33	With distant astonishment at her own efficiency , she heard her voice saying very clearly and reasonably : ‘ I do beg your pardon , but I came to you as the nearest house .	0.6341071299905887	True	True
34	‘ I beg your pardon !	0.4445078456902559	True	True
35	‘ I beg your pardon , but you have n't seen one of my senior pupils around anywhere , by any chance ?	0.5795154823628776	True	True
36	‘ I beg your pardon ? ’	0.44629977569475104	True	True
37	‘ I beg your pardon ?	0.4412536267231472	True	True
38	Sorry , beg your pardon , slip of the tongue , it 's six thousand .	0.5635345577003662	True	False
39	""" Not at all , I do beg your pardon , I 'll find you here , come with me . """	0.5572026379492074	True	True
40	I beg your pardon it 's good in n it ?	0.5328582036623981	True	True
41	Oh I beg your pardon .	0.4351007137057198	True	False
42	‘ I beg your pardon . ’	0.44355144286450787	True	True
43	‘ I beg your pardon ? ’	0.44629977569475104	True	True
44	‘ I beg your pardon ? ’	0.44629977569475104	True	True
45	Tells you all about where we do our erm oh er beg your pardon four day training of course I should 've	0.5993586333759248	True	True
46	Four beg your pardon .	0.4071919167895431	True	False
47	If you compare the the positions one oh beg your pardon you 'll need that out .	0.5290830335449963	True	False
48	Oh I beg your pardon .	0.4351007137057198	True	False
49	I beg your pardon I beg your pardon twelve , these two things were separate you know one could be added to the other in looking an as it were at the total employment requirement .	0.6069641251975244	True	False
50	‘ I beg your pardon ? ’	0.44629977569475104	True	True
51	I beg your pardon ?	0.4159922970878339	True	False
52	Can I put it another way to you , that if houses are provided for people who have migrated from West Yorkshire to North Yorkshire , that the failure to provide for employment of an equivalent level , because I well appreciate we are not going to stop Mr Laycock driving or commute I beg your pardon commuting each day from Harrogate to Leeds , that failure failure to provide an adequate level of employment for those new residents would be contrary to the advice in P P G twelve and P P G 14 about reducing the need to travel ?	0.7500028440618594	True	True
53	I beg your pardon , I twelve .	0.5076188252553892	True	False
54	""" I beg your pardon ? """	0.4522466545023469	True	True
55	""" I beg your pardon ? """	0.4522466545023469	True	True
56	‘ I beg your pardon ? ’	0.44629977569475104	True	True
57	I beg your pardon	0.4000582014567547	True	False
58	And they 'll they 'll anybody new in the estate agent in sta in staff terms they 'll let them look at that and say well that 's what Lynda 's here er sorry I beg your pardon	0.6311533319558787	True	True
59	Oh I beg your pardon the deposit cheque .	0.48711597076579205	True	True
60	Earle I beg your pardon , and I hesitate to raise any appeal decision .	0.5297716056529416	True	True
61	Beg your pardon .	0.35381861790624736	False	True
62	Beg your pardon ?	0.37299773461163593	False	False
63	Mm , beg your pardon	0.3775035056588708	False	False
64	Mr Farraday , however , simply looked up at me and said : ‘ I beg your pardon , Stevens ? ’	0.5673886792325417	True	True
65	sorry I saw it yes I beg your pardon , I 'm sorry	0.5777481133293741	True	False
66	‘ I beg your pardon ! ’	0.45074166768757107	True	True
67	‘ I beg your pardon ? ’	0.44629977569475104	True	True
68	‘ I beg your pardon , Miss Kenton ? ’	0.47997131324839715	True	True
69	‘ I beg your pardon , Miss Kenton ? ’	0.47997131324839715	True	True
70	‘ Oh , I do beg your pardon , sir . ’	0.4998373655766654	True	False
71	‘ I beg your pardon . ’	0.44355144286450787	True	True
72	I beg your pardon .	0.40850154486455287	True	True
73	right so it 's for the half year sorry , beg your pardon five million half year	0.6776981019730397	True	True
74	Or put Xs , I beg his pardon , put Xs against three sectors ?	0.6504571427500712	True	True
75	Can you Beg you pardon	0.4198551832145133	True	False
76	‘ I beg your pardon ? ’	0.44629977569475104	True	True
77	‘ I beg your pardon ? ’	0.44629977569475104	True	True
78	‘ Then I beg your pardon , sir . ’	0.4712651708101928	True	False
79	‘ I beg your pardon , Miss Marlowe .	0.48129207874568625	True	True
80	‘ I beg your pardon .	0.4346395990425677	True	True
81	‘ I beg your pardon ? ’	0.44629977569475104	True	True
82	‘ I beg your pardon ? ’ gasped Theda , rising from her chair .	0.5189691315461896	True	False
83	‘ I — I beg your pardon , ’ faltered the ghost .	0.5296596140398053	True	True
84	‘ Oh , I beg your pardon , Rose .	0.5012036139367033	True	True
85	‘ I do beg your pardon — Mizz Butcher — would you come with me , please ? ’	0.5145454808129852	True	True
86	‘ I beg your pardon ?	0.4412536267231472	True	True
87	I beg her pardon	0.40114075298101837	True	False
88	‘ Begging your pardon , Senator , but unearned wealth does not seem to have made McAllister — I mean Sally-Anne , you understand — happy . ’	0.5836303232979292	True	True
89	‘ I beg your pardon .	0.4346395990425677	True	True
90	‘ Begging your pardon again , sir .	0.45573641388665165	True	True
91	They will be restoring Dunblaine Castle — unless Havvie spends the lot on loose women , drink and gambling — begging your pardon for being frank , McAllister .	0.6257239162956263	True	True
92	‘ I beg your pardon , ladies !	0.4781787017320767	True	True
93	Wilson , writing to Mr Browning to report how his self-imposed charge fared , expressed the opinion that — he is not exactly mad , sir , begging your pardon , as unable to remember himself .	0.6457084764012425	True	True
94	She begged pardon at once for — being so free as to presume I will be read but then , ma'am , you must blame yourself for encouraging in me that letter-writing soul .	0.744598194651509	True	True
95	He folded his arms , yawned , begged their pardon and smiled .	0.5748445439992274	True	False
96	No , beg your pardon !	0.42192890540646594	True	True
97	I beg your pardon ?	0.4159922970878339	True	False
98	I beg the hon. Gentleman 's pardon .	0.393966783380525	False	True
99	‘ I beg your pardon .	0.4346395990425677	True	True
100	‘ I beg your pardon ? ’	0.44629977569475104	True	True
101	Oh I beg your pardon then .	0.4551676499354662	True	False
102	‘ I beg your pardon .	0.4346395990425677	True	True
103	‘ I beg your pardon , but I can not ! ’	0.5275793264625296	True	True
104	‘ I beg your pardon , Rose , ’ she managed , a faint smile crossing her face .	0.6177620046171577	True	True
105	‘ I beg your pardon .	0.4346395990425677	True	True
106	‘ I beg your pardon , Mr Beckenham , but I am , you will recall , Miss Kyte 's man of business in her new capacity . ’	0.5640079332898853	True	True
107	He would return to her , to beg her pardon for so basely misjudging her , and they would find again the former ease of friendship , the lack of which now gaped in her life like an open wound .	0.577016857294842	True	True
108	‘ I beg your pardon ? ’ she queried weakly .	0.49764472363808065	True	True
109	‘ I beg your pardon . ’	0.44355144286450787	True	True
110	‘ I beg your pardon if I seemed ungracious .	0.5154176425890449	True	True
111	‘ I beg your pardon , but who are you ? ’	0.5199150352079318	True	True
112	‘ I beg your pardon , ma'am .	0.4452336002468672	True	True
113	‘ I beg your pardon , ma'am ? ’	0.4534332557985517	True	True
114	‘ I beg your pardon , Miss Merchiston , ’ Theda began in the subservient tone of un underling , for there was no point in drawing Araminta 's fire .	0.6398895839708105	True	True
115	‘ I have only to beg your pardon , Miss Kyte , and confess that I entirely misread the situation .	0.5919229944818957	True	True
116	‘ I beg your pardon , Mrs Diggory , ’ she said contritely .	0.5411091929494359	True	True
117	you know this is the sort of thing and really , you know , sort of cropped hair and enormous moustaches like yard brushes , or this is the story that was told to me , and , and then there was this , all this , all this chortling about why their moustaches were so lubricant , oh yes , er so , so luxurious er rather , I beg your pardon , and erm	0.7052194500948201	True	True
118	Ah I beg oh I beg your pardon in that case erm	0.39437647406830123	False	True
119	‘ I beg your pardon , ’ he said mockingly .	0.5049046735508671	True	True
120	‘ I beg your pardon ? ’	0.44629977569475104	True	True
121	‘ I beg yer pardon , ’ said Mr Thatcher in amazement .	0.5292383854250478	True	True
122	‘ I beg your pardon , Madam …	0.44729648738075145	True	True
123	He paused , bowed towards Elsa and said , ‘ I do beg your pardon .	0.5368815187734902	True	True
124	‘ I beg your pardon , sir .	0.4597107645133752	True	True
125	‘ I beg your pardon , Adolph ? ’	0.46036981546298605	True	True
126	‘ I beg your pardon , Mr Chatterton .	0.48831262385466045	True	True
127	‘ I beg your pardon ? ’	0.44629977569475104	True	True
128	I beg your pardon , gentlemen .	0.438880163303273	True	True
129	‘ Mostly died too , of the Bloody Flux — begging your pardon , ma'am .	0.5660628268008372	True	True
130	‘ Beg your pardon , Sir .	0.4341296276278492	True	True
131	‘ I beg your pardon ? ’	0.44629977569475104	True	True
132	‘ I beg your pardon ! ’	0.45074166768757107	True	True
133	‘ I beg your pardon ? ’ said Mrs Cramp again , reeling back as if she had just been slapped in the face .	0.6106092680381308	True	True
134	‘ I beg your pardon ? ’	0.44629977569475104	True	True
135	‘ I beg your pardon ? ’	0.44629977569475104	True	True
136	I beg your pardon ?	0.4159922970878339	True	False
137	‘ I beg your pardon ? ’	0.44629977569475104	True	True
138	‘ I beg your pardon .	0.4346395990425677	True	True
139	‘ I beg your pardon , ’ the man said .	0.4953297065681517	True	True
140	‘ I beg your pardon ? ’ she queried blankly .	0.49758917410657133	True	True
141	‘ I beg your pardon ? ’	0.44629977569475104	True	True
142	‘ I beg your pardon ? ’	0.44629977569475104	True	True
143	This gentleman behind me , and myself I beg you pardon , did I say Manchester City ?	0.46801426546274727	True	True
144	‘ Well , I beg your pardon ! ’	0.48740908164265484	True	True
145	‘ I beg your pardon ? ’	0.44629977569475104	True	True
146	‘ I beg your pardon ? ’	0.44629977569475104	True	True
147	‘ I beg your pardon ? ’	0.44629977569475104	True	True
148	‘ I beg your pardon ? ’	0.44629977569475104	True	True
149	‘ I beg your pardon ? ’	0.44629977569475104	True	True
150	‘ I beg your pardon ? ’	0.44629977569475104	True	True
151	‘ I beg your pardon ? ’	0.44629977569475104	True	True
152	‘ I beg your pardon ? ’	0.44629977569475104	True	True
153	‘ I beg your pardon ? ’	0.44629977569475104	True	True
154	After it , if he 's any sense , Siward will execute the whole brood , including your cousin the Bishop , begging your pardon .	0.5423935344469815	True	True
155	‘ I beg your pardon ? ’	0.44629977569475104	True	True
156	‘ As first ( I beg your Pardon tho ’ )	0.5511842510296356	True	True
157	Frank replies , ‘ I beg your pardon ? ’ 'The funny beret and the Humphrey Bogart raincoat . ’	0.5601353912266768	True	True
158	‘ I beg your pardon ? ’	0.44629977569475104	True	True
159	‘ I beg your pardon ? ’	0.44629977569475104	True	True
160	And then er no I beg your pardon that 's wrong .	0.5435277644136152	True	True
161	beg your pardon ?	0.37299773461163593	False	False
162	‘ I beg your pardon ? ’	0.44629977569475104	True	True
163	‘ I beg your pardon ? ’	0.44629977569475104	True	True
164	I beg your pardon ?	0.4159922970878339	True	False
165	Oh beg your pardon , right , sorry	0.4472267815428942	True	False
166	‘ I beg your pardon ? ’	0.44629977569475104	True	True
167	‘ I beg your pardon ? ’	0.44629977569475104	True	True
168	‘ I beg your pardon ? ’	0.44629977569475104	True	True
169	I beg your pardon ?	0.4159922970878339	True	False
170	I beg your pardon ?	0.4159922970878339	True	False
171	I beg your pardon	0.4000582014567547	True	False
172	‘ I beg your pardon ? ’	0.44629977569475104	True	True
173	Beg your pardon !	0.36080628552667804	False	True
174	‘ Begging yer pardon , ma'am , ’ Peggy whispered hesitantly , ‘ you wo n't go climbing no steep hills in Corporation Park , will yer ?	0.5790904789855734	True	True
175	Beg your pardon ?	0.37299773461163593	False	False
176	Oh , beg your pardon !	0.4141294910246218	True	False
177	‘ I 'd best fetch the smaller basket , ’ she said , ‘ on account of your condition , begging yer pardon , ma'am . ’	0.5899491350702686	True	True
178	I beg your pardon ?	0.4159922970878339	True	False
179	I beg your pardon .	0.40850154486455287	True	True
180	‘ Begging your pardon , Mr Josh , sir . ’	0.5118819122982765	True	True
181	I beg your pardon .	0.40850154486455287	True	True
182	Beg your pardon ?	0.37299773461163593	False	False
183	Beg your pardon !	0.36080628552667804	False	True
184	I beg your pardon ?	0.4159922970878339	True	False
185	I beg your pardon ?	0.4159922970878339	True	False
186	‘ I beg your pardon , Kate Burrows ? ’	0.48897928082920517	True	True
187	Beg your pardon ?	0.37299773461163593	False	False
188	I beg your pardon ?	0.4159922970878339	True	False
189	I beg your pardon , if it wo n't fit in what ?	0.5436542406046471	True	True
190	‘ I beg your pardon for intruding , ’ she said , ‘ but I came looking for someone to serve me with petrol and I heard your voices and then what you said about Brownies . ’	0.5839839683131716	True	True
191	‘ I beg your pardon ? ’	0.44629977569475104	True	True
192	King : I beg thy pardon , Wapping .	0.508728165991122	True	True
193	I beg your pardon !	0.4183369049265613	True	True
194	Westerhailes Park , I beg your pardon .	0.4631314322601567	True	False
195	Beg your pardon .	0.35381861790624736	False	True
196	PLAYER : ( Gravely ) I beg your pardon .	0.5507724583183606	True	True
197	I am ashamed of it myself , and for this reason I stoop to beg your pardon .	0.5720482573260226	True	True
198	[ to PAMELA ] Own that you have been very saucy and beg my pardon and I will try to pity you , for you are a sweet girl if you had but held out and been honest .	0.6429344224840794	True	True
199	I beg your pardon , the last time before	0.5337456409465392	True	True
200	Beg your pardon .	0.35381861790624736	False	True
201	Beg your pardon !	0.36080628552667804	False	True
202	Beg your pardon ?	0.37299773461163593	False	False
203	That is … begging yer pardon . ’	0.5324941294794099	True	True
204	Beg your pardon ?	0.37299773461163593	False	False
205	I beg your pardon .	0.40850154486455287	True	True
206	Oh I beg your pardon sorry	0.45862515537693865	True	False
207	Beg your pardon .	0.35381861790624736	False	True
208	Beg your pardon ?	0.37299773461163593	False	False
209	I beg your pardon yes it does . .	0.49324096145794794	True	False
210	Beg your pardon ?	0.37299773461163593	False	False
211	— O the Pleasure of counting melancholly Clock by a snoring Husband ! — But now , Sister , you shall see how handsomely , being a well-bred Man , he will beg my Pardon .	0.6360103166697286	True	True
212	Er , not the Old Vic , I beg your pardon , the Young Vic .	0.5902191742050297	True	True
213	No , no , I beg your pardon ,	0.541839421208715	True	False
214	If his average for the first X tests is one greater than the average Sorry beg your pardon I 've got it round me round me neck .	0.6235180030291165	True	False
215	His muse had taught him Irish — his nurse had taught him Irish , beg your pardon — and shaped his rude imagination by the broken lights of Irish myth .	0.7137803324119382	True	True
216	Thirty nine , I beg your pardon .	0.4876230612199027	True	False
217	Would you turn back one page please , and look at Two pages I beg your pardon .	0.5687124512845286	True	False
218	‘ I beg your pardon , ’ said Stella .	0.47640115857596804	True	True
219	No , I think the Soviets are pretty well reconciled to the Bush point of view that a unified NATO , a unified Germany , I beg your pardon , would stay in NATO .	0.7009161132864818	True	True
220	I said , I beg your pardon ?	0.49867200024666114	True	False
221	‘ Then , is it all right if I get on , begging yer pardon , ma'am ? ’	0.6051992066546503	True	True
222	I beg your pardon	0.4000582014567547	True	False
223	Beg your pardon .	0.35381861790624736	False	True
224	‘ Begging yer pardon , ma'am , but … well , I 'd rather get on with me work , if yer do n't mind .	0.6104404412507303	True	True
225	‘ I do beg your pardon , ’ he was forced to say .	0.5176357635614497	True	True
226	I beg your pardon ?	0.4159922970878339	True	False
227	On Belfast I 've been told , and and my oversight , beg your pardon , that erm I mentioned the four regional	0.5954252202550414	True	True
228	I beg your pardon ?	0.4159922970878339	True	False
229	So er I said oh I do beg your pardon , is there ?	0.5707651451640345	True	False
230	Look , British Library Chambers I beg your pardon .	0.5244962507358915	True	True
231	Oh beg your pardon yes sorry .	0.43814353775417353	True	False
232	I beg your pardon I 've actually committed myself to tape and made a big faux pas .	0.5678621275382693	True	False
233	‘ I do beg your pardon , sir , ma'am . ’	0.4799057847675663	True	False
234	‘ I beg your pardon ? ’ asked the Widow Phipps .	0.4710384572601999	True	True
235	Okay right now erm let's continue with , I beg your pardon , let's continue with chi sorry are y oh never mind , okay right cheers right .	0.5930592412232687	True	True
236	Beg your pardon ?	0.37299773461163593	False	False
237	There 's erm there 's twenty beg your pardon , there 's twenty two complaints	0.6629509124965605	True	False
238	Oh right yes sorry I beg your pardon .	0.4887345580027245	True	False
239	I says I beg your pardon ?	0.49093229344319445	True	True
240	‘ I beg your pardon .	0.4346395990425677	True	True
241	I beg your pardon ?	0.4159922970878339	True	False
242	‘ I beg your pardon ? ’ the lawyer said blankly .	0.488774376650671	True	True
243	Beg your pardon , you 're right	0.4404716960992634	True	True
244	I beg your pardon ?	0.4159922970878339	True	False
245	‘ I beg your pardon ? ’	0.44629977569475104	True	True
246	‘ I beg your pardon ? ’	0.44629977569475104	True	True
247	Beg your pardon ?	0.37299773461163593	False	False
248	Beg your pardon ?	0.37299773461163593	False	False
249	I er , I do beg your pardon .	0.5152436566555031	True	False
250	‘ I beg your pardon ? ’	0.44629977569475104	True	True
251	‘ I beg your pardon ? ’	0.44629977569475104	True	True
252	Erm , and that really is the end of , as it were , I beg your pardon , yes .	0.6638215122247773	True	False
253	And the two girls I beg your pardon ?	0.5069067053314602	True	False
254	Beg your pardon .	0.35381861790624736	False	True
255	‘ I beg your pardon ? ’	0.44629977569475104	True	True
256	I beg your pardon .	0.40850154486455287	True	True
257	‘ I beg your pardon ? ’	0.44629977569475104	True	True
258	Beg your pardon ?	0.37299773461163593	False	False
259	I beg your pardon ?	0.4159922970878339	True	False
260	‘ I do beg your pardon , ’ he said , and withdrew .	0.5160603727421413	True	True
261	‘ I beg your pardon , ’ he says , ‘ but when is lighting-up time here ? ’	0.5742736634976634	True	True
262	Beg your pardon ?	0.37299773461163593	False	False
263	I think Sam accidentally kicked Hannah , or kicked Hannah I do n't know I was n't there , but he came flying down , really got to curb that child he said , I said I beg your pardon , he said you 've got to curb that child kicking Hannah , I said if I 'd seen him kick her , he said that well I 'm not sure that he actually kicked her it might have been an accident	0.6850140308501876	True	True
264	Beg your pardon .	0.35381861790624736	False	True
265	Beg your pardon ?	0.37299773461163593	False	False
266	Oh , beg his pardon .	0.41879938013015466	True	False
267	I beg your pardon ?	0.4159922970878339	True	False
268	I beg your pardon .	0.40850154486455287	True	True
269	One last matter please erm , so far as I understand that you 've not yet drafted the separate staff requirement for reconnaissance , I beg you pardon , reconnaissance equipment for Eurofighter two thousand .	0.5704858648528381	True	True
270	Right , my friends we 've very strange and wonderful chemicals in this erm I do beg your pardon when we are printing .	0.6172296239316082	True	True
271	Beg your pardon .	0.35381861790624736	False	True
272	‘ I beg your pardon , ’ he said .	0.501856236789249	True	True
273	‘ I beg your pardon ! ’	0.45074166768757107	True	True
274	‘ I beg your pardon , ’ he said .	0.501856236789249	True	True
275	‘ I beg your pardon ? ’ she began coldly , but he interrupted her .	0.5653098528798831	True	True
276	Beg your pardon ?	0.37299773461163593	False	False
277	I beg your pardon ?	0.4159922970878339	True	False
278	a certain part of I beg your pardon sorry I 'm getting my definitions wrong may be looking after something which the erm corporate locations are solely within the south but it 's handled by an corporate account .	0.6867825400780642	True	True
279	I beg your pardon ?	0.4159922970878339	True	False
280	I beg your pardon ?	0.4159922970878339	True	False
281	Oh , I beg your pardon !	0.45995522489368523	True	False
282	Oh beg your pardon sorry I did n't realise	0.5211900436667132	True	True
283	Oh beg your pardon I 'm sorry I thought you said internal right	0.5507319235523417	True	True
284	Beg your pardon ?	0.37299773461163593	False	False
285	‘ I beg your pardon ? ’ said Clarissa , smiling .	0.50041178950471	True	True
286	‘ Beg your pardon .	0.39486921634330907	False	True
287	Two pound , I beg your pardon	0.47743098862445493	True	False
288	Right , it says here , quality can only be asse assured , pa beg your pardon , if both patient 's view , he 's looking	0.6215414097575718	True	True
289	Beg your pardon ?	0.37299773461163593	False	False
290	I beg your pardon , it does look like a Beech bowl does n't it ?	0.5902120762008536	True	False
291	‘ I beg your pardon ? ’	0.44629977569475104	True	True
292	Oh I beg your pardon right	0.44956807277334626	True	False
293	‘ I beg your pardon ?	0.4412536267231472	True	True
294	Beg your pardon ?	0.37299773461163593	False	False
295	‘ I beg your pardon ? ’ says Howard .	0.4808228048807959	True	True
296	Oh I beg your pardon	0.4306175124336733	True	False
297	Beg your pardon ?	0.37299773461163593	False	False
298	in his arms and treat and Mr Bumble rushed into the room with great excitement and addressed the gentleman in the high chair said I beg your pardon sir , Oliver Twist has asked for more , there was a for more said compose yourself Bumble and do I understand that he asked for more after he 'd eaten supper he did sir replied Bumble , that boy would be hung I know that boy will be hung	0.6610188876245218	True	True
299	Yes I beg your pardon .	0.42374559504140336	True	False
300	‘ I beg your pardon , ’ he said .	0.501856236789249	True	True
301	I beg your pardon .	0.40850154486455287	True	True
302	I beg your pardon ?	0.4159922970878339	True	False
303	She bit her lip , feeling a hypocrite .	0.3151047530845268	False	True
304	The girl came to him at once , her face a reflection of his own , eyes wide , her teeth biting on her lip .	0.35558604946784844	False	True
305	She bit her lip as her own words flung themselves back in her face .	0.34623703258277316	False	True
306	She paused , biting her lip while wondering if she should repeat other comments made by the Chinese .	0.4076810297476802	True	True
307	Lucy bit her lip , then asked timidly , ‘ That letter you received — I know it annoyed you .	0.46267305619205146	True	True
308	He flushed and bit his lip .	0.31206768309764477	False	True
309	She had a sudden unnerving vision of those long fingers moving as gently over her flesh , and bit her lip again on a shiver of awareness .	0.41418168040708153	True	True
310	Sabine winced , biting her lip .	0.28166983020815806	False	True
311	Biting the corner of her lip Benny haltingly told a tale of mythical blood tests .	0.33768650780049253	False	True
312	She bit her lip on a response , conscious that he had , once again , had the last word .	0.43976403405214315	True	True
313	She bit her lip .	0.2791911031937927	False	True
314	She bit her lip , but the words escaped her anyhow .	0.3340325439007765	False	True
315	Benny bit her lip and willed the tears back into her eyes .	0.35122260949729467	False	True
316	Theda bit her lip , her heart turning to liquid in her bosom .	0.3408612639538546	False	True
317	Biting her lip to stop herself crying out , she stared at him bitterly .	0.3482948665949349	False	True
318	Lucker visibly bites his lip , disappointed at having allowed a cheap crack like that to be set up .	0.5139414355770953	True	True
319	His mother bites her lip , trying to nip some involuntary humour rising in the bud .	0.38728323713278867	False	True
320	I bite my lip and worry about this coming to an end .	0.43457821963774257	True	True
321	Biting hard on her lower lip , Isabel brushed away a traitorous tear .	0.30686490027049634	False	True
322	Biting her lip , Sabine walked over to the wardrobe , and flung open its door .	0.4038970432623706	True	False
323	Marie-Christine bit her lip as they turned on to the road leading up to the château .	0.48380474871153367	True	True
324	She paused for a moment , biting her lip as if fighting for her composure .	0.3705422549102597	False	True
325	She bit her lip , refusing to be drawn .	0.3728972328016966	False	True
326	She bit her lip , the dark eyes suddenly very bright .	0.3598747967632384	False	False
327	She bit her lip .	0.2791911031937927	False	True
328	He bit his lips .	0.2830605091860583	False	True
329	She stopped , biting her lip .	0.29933446719084067	False	True
330	I ca n't bear it , ’ and moaned , biting her lip .	0.4236897665537056	True	True
331	She bit her lip .	0.2791911031937927	False	True
332	She broke free then , biting her lip .	0.3197090544023542	False	True
333	She bit her lip , conscious of the colour racing into her face at the unexpected praise .	0.3843410547792827	False	True
334	Cornelius groaned and bit his lip .	0.30528539534614846	False	True
335	Sacco bit his lip thoughtfully .	0.2750337387445186	False	True
336	She looked up and bit her lip , knowing Marc could tell she had just read it .	0.38207041695657884	False	True
337	Gabriel hesitated and bit his lip .	0.3054028658364033	False	True
338	She bit her lip .	0.2791911031937927	False	True
339	She bit her lip .	0.2791911031937927	False	True
340	Jessica bit her lip .	0.2664616956735293	False	True
341	She closed her eyes , bit her lip and nodded .	0.3230674637140151	False	True
342	She looked away , biting her lip .	0.3169869042286478	False	True
343	He drew in his breath with elation , but he could see by the way she bit her lip that she had n't intended to let the confession slip .	0.4135469620234624	True	True
344	She bit her lip , searching for firm ground in the morass that seemed to be opening up at her feet .	0.41331217961337186	True	True
345	Primaflora bit her lip without disturbing the paint .	0.35425593015966783	False	True
346	Rex bit his lip .	0.2781104161613935	False	True
347	Grimma bit her lip .	0.2641802430770642	False	True
348	Kevin bit his lip and shook his head .	0.3275006994085668	False	False
349	He bit his lip .	0.2884240486126428	False	True
350	Bit my lip — did n't want them dragging me back in there for a patient .	0.4150862728438055	True	True
351	The boy bit his lip , but looked straight at Fox .	0.36825470305435987	False	True
352	Benjamin bit his lip .	0.27675216866114916	False	True
353	Shiona bit her lip .	0.2665658148541577	False	True
354	She bit her lip , watching his face for that familiar , fleeting shadow of pain , which mention of Ryan always brought to his features — and waiting , feeling suddenly tense , for the bitter attack on her that invariably followed it .	0.4613219358017002	True	True
355	Then she bit her lip guiltily .	0.29013873057824713	False	True
356	Shiona bit her lip .	0.2665658148541577	False	True
357	The pain of returning circulation was violent , and for half an hour he bit his lips and clenched the muscles that still worked to keep himself from moaning .	0.45667763416210927	True	False
358	The older girls drifted off into one of their exclusive conversations and Sally bit her lip against the rasp of Louise 's massager and wished desperately that she could go to the youth club dance too .	0.4814865541875365	True	True
359	She bit her lip .	0.2791911031937927	False	True
360	Breeze bit her lip .	0.27613371548575	False	False
361	As she bit her lip , Desmond recognised her pain , and reached out sympathetically to touch her hand .	0.35342926036424027	False	True
362	He bit his lip when he caught her glance .	0.3507965461758824	False	True
363	Agnes bit her fleshy lower lip and stared anxiously around .	0.3195923984437842	False	False
364	Cornelius bit his lip .	0.27107944918479465	False	True
365	Wishart bit his lip .	0.26420091407450014	False	True
366	Lou bit her lip but took the hint and settled quietly into her seat .	0.3487390747403938	False	True
367	The twins at this point turned hurriedly away and bit their lips .	0.4096936079317613	True	True
368	Charles bit on his lower lip and looked to the side as if there he would find the answer to the question ; then shook his head , saying , ‘ You know , I could n't say . ’	0.49432604717785805	True	False
369	’ She bit her lip and played with her teaspoon .	0.33156028250295655	False	True
370	‘ Wot 's … ’ but he bit his lip and kept silent .	0.3914363564437965	False	True
371	""" How — "" she began and then bit her lip and said , "" I 'll have some supper and then go up and see him . """	0.4613475807664119	True	True
