	Sentence	Unsupervised Metric	Classification
69	"Indeed , in 1979 Pat Rogers of the University of Bristol relates the passing of the earlier crisis in English studies to the rise of the new pluralism : "" There is , thank goodness , no great crisis of confidence in English Studies …"	1.6925027935906436	True
70	In a few days time the nation will again pay lip service to the thousands killed in action during the Second World War , while preparing to celebrate the 50th anniversary of the Battle of the Atlantic with a spectacular visit from a NATO fleet in May .	1.1089249194503497	True
71	Intermediate Members may normally enrol on the Professional Diploma Course but may be required to undertake , in the early part of the course , a schedule of bridging studies designed to fill any gaps in their profile of achievement .	1.20677917628415	True
72	4 : Research Grant	1.389558234923392	True
73	She stopped and bit her lip anxiously .	1.794803092163461	True
74	So he 'd ring the bells in other churches as well ?	1.3986307845464672	True
75	Research Grant ( Project )	1.337881769709389	True
76	Peter Turton , 28 , was further remanded in custody by Bootle magistrates today charged with murdering his mother in Crosby .	1.6951874441705872	True
77	Christina flung her arms around him and kissed him on the cheek .	1.0887850976577471	True
78	He gave her food to eat , and watched her , while he quietly smoked a cigarette .	1.032055229251208	True
79	On the Monday and the Tuesday he came to the front of the house and rang the hall door bell .	1.3267885188588302	True
80	We speak of the ‘ sacrifices ’ we make for one another — that notion rings many bells .	1.3974435235040612	True
81	Backing has also come from the Strathfoyle Community Association , which has just celebrated its 20th anniversary .	1.0459385902749596	True
82	Lightly shrug both shoulders , bringing them up to your ears , then dropping them down .	2.241158014911371	True
83	One morning a letter arrived from my literary agent , Michael Sissons , enclosing a handwritten manuscript of some 100,000 words written by a prisoner named David Cooper who , ten years earlier , had been sentenced to life imprisonment for his part in the Luton murder .	1.383627537419738	True
84	Lord Henry Wotton lay back in his chair and smoked his cigarette .	1.0593340017279365	True
85	And when she tried to interest him in niente acqua , he laughed as he limped round his shelves serving several customers at once and , shrugging his high shoulders , said , ‘ Non c'è pioggia , non c'è acqua . ’	2.262111353341027	True
86	Research Grant ( Project )	1.337881769709389	True
87	Merry pursed her lips in a silent whistle .	2.650440911509682	True
88	Members of Congress and administration officials ought , in theory , to be wringing their hands this week ; most are shrugging their shoulders .	2.246343032564732	True
89	‘ Thanks , ’ he grinned , then leant over and kissed her on the cheek .	1.0669573311132143	True
90	Rogers leaned forward and licked his lips .	1.8469730348185154	True
91	4 : Research Grant	1.389558234923392	True
92	Now the seeds had been sown .	1.3532512723683956	True
93	I says I beg your pardon ?	2.302633509396479	True
94	Yes , wind them round and this should , should generate a charge which rang bells and sounded bells and then er you lift up a telephone and plug in a jack and , and take a message in that way .	1.383659424543326	True
95	‘ When we reached our houses , Lily kissed my cheek and ran in .	1.0949851837018763	True
96	Having done a railway trip together to the West Somerset Railway to celebrate our Silver Wedding anniversary , at a time when we could n't have a party , my wife and I recently held a belated one at the Gwili Railway , ably assisted by family , friends and some members of the BCRS committee .	1.0915760572633213	True
97	I shrugged my shoulders and then the hospital came on the line .	2.281663225899915	True
98	Everybody was smoking the way they did when cigarettes were glamorous .	1.1639949546822264	True
99	He was remanded in custody in Nottingham .	1.7017415298258607	True
100	An army camp that was set up to support the Normandy landings and has become the lynchpin of the British Army is celebrating its fiftieth anniversary .	1.0985130823212401	True
101	She recently celebrated her first anniversary as Cleveland 's only agony aunt for pets .	1.022931655640019	True
102	rings a bell	1.4369840274170955	True
103	‘ All right , ’ Finlayson said easily , licking the drops off his upper lip .	1.8077682744501664	True
104	Lee shrugged his shoulders .	2.3828470005964526	True
105	A senior British source said yesterday : ‘ If the Irish find they can not ratify the Maastricht treaty there is n't going to be a treaty . ’	1.293919749933021	True
106	He kissed her cheek .	1.1656721987831338	True
107	Lamb and Canning were both remanded in custody for one week .	1.758006179335184	True
108	At last he was freed , and gritting his teeth , Jack took the small forearm firmly in his hands and lifted it quickly off the last spike .	2.4379712467387957	True
109	On June 30 , 1989 , former British Army corporal Dennis Beahan was sentenced to life imprisonment for his part in an abortive attempt to free five Zimbabwean saboteurs ( including the above three ) from prison in June 1988 .	1.3793333336941773	True
110	Sitting between the driver and the sergeant , she gritted her teeth as her bones were pounded by every pothole in Port-au-Prince .	2.440534045193741	True
111	He shrugged the shirt from his broad shoulders and threw it casually on to a chair .	2.316571977823012	True
112	‘ I do , ’ Rory said , biting his lip and looking down at his glass .	1.7358313931822134	True
113	In the absence of other worm supplies it may be hard to resist the temptation of feeding tubifex , particularly if one has not yet had any casualties following feeding .	1.2930305085132454	True
114	Research Grant ( Project )	1.337881769709389	True
115	There the higher number of offenders sentenced to imprisonment , augmented by a burgeoning population of unconvicted persons remanded in custody awaiting trial , regularly exceeded the capacity of the prison system to contain them in acceptable conditions .	1.606870166298313	True
116	THE ANNIVERSARY of a Darlington landmark might still be celebrated despite fears it would go unnoticed .	1.0759457615134826	True
117	He began to kiss her cheek , her ear , her throat , and his words were whispered against her tingling skin .	1.029675812650962	True
118	‘ I beg your pardon .	2.360368475461632	True
119	The clanging from the blacksmith 's rang like a bell through the air ; somewhere a child cried , the son or daughter of one of the garrison .	1.3348601347749842	True
120	Er I , I was a messenger for a time for the er , we lived in Lane and I was a messenger for a time with the erm A R P headquarters in Drive , now when my uncle got married and he had two children and I 'd , they were issuing gas masks and I had to go down and fetch a gas mask for his daughter and they were great big ones that used to envelope the whole babies with a bellows on the side that the mothers used to have to pump when they were in them , thank goodness we never had to use them and erm	1.765376787372755	True
121	Research Grant ( Project )	1.4568551514315833	True
122	A CROWN Prosecution Service solicitor was sentenced to life imprisonment yesterday for murdering his wife , a student nurse , with a hammer .	1.339074748698799	True
123	R A F Benson in Oxfordshire celebrates its 50th anniversary this week .	1.0847695154103532	True
124	Research Grant ( Project )	1.337881769709389	True
125	Bridging the Pragmademic Gap	1.322271790726543	True
126	Oh I beg your pardon	2.326291939390443	True
127	Well we were gon na go to the pub and celebrate my three year anniversary of suffering this department .	1.053956329960623	True
128	‘ I saw the skeletons and — ’ To his surprise , he had to stop , in case he burst into tears .	1.7491513298508972	True
129	He was subsequently sentenced to two years imprisonment .	1.406164149351374	True
130	‘ I beg your pardon ? ’	2.350129670404557	True
131	Research Grant ( Project )	1.5390556231590242	True
132	Linda Kelly , 44 , of Alston Avenue , Cramlington , was remanded in custody by Blyth magistrates at the weekend charged with murdering her husband , Michael , at their home last Friday .	1.6357595379827636	True
133	Research Grant ( Project )	1.337881769709389	True
134	She gritted her teeth .	2.480096659662445	True
135	As he was waiting for the barmaid to pour the drinks , Dexter could not resist temptation .	1.2593704945539888	True
136	‘ I beg your pardon ? ’	2.350129670404557	True
137	One kiss — a seed is sown ,	1.3025419152345115	True
138	"He paused , bit his lip lightly for a second , "" But I do n't know what you 're doing ."	1.716596084138307	True
139	Research Grant ( Project )	1.337881769709389	True
140	Resist the temptation to climb onto the ledge , for this is one of those red herrings which prove difficult to retreat from , and make haste with the short traverse , after which a few moves on rounded layaways gain the surprisingly airy belay .	1.3007115952044874	True
141	He was remanded in custody to appear at Crumlin Road court on September 17 .	1.6993415259856894	True
142	She belted her raincoat firmly and pursed her lips .	2.6134649697813734	True
143	Fighting a fearful urge to burst into tears , Daisy giggled instead .	1.7597320928181681	True
144	The editing problem is that this particular group of shots ends with the boat 's abrupt departure — we go suddenly from shots of the men at work to one in which the boat is already in motion : in effect , we have a jump-cut , and your task as editor is to find some way of bridging the gap in the action .	1.271751773569164	True
145	— David Clark , 21 , of Station Road , Darlington , was remanded in custody for a week when he appeared before Darlington magistrates yesterday charged with causing grievous bodily harm to Michael Gibson .	1.6310165748822043	True
146	The tenth anniversary of the civil rights movement was celebrated on 1 January 1979 amidst a growing alienation of the minority Catholic population , a rising toll not only of violence but also of poverty and unemployment in the six counties , and an increasingly unbridgeable gulf within the majority Protestant ranks , with the Official Unionists and the so-called Democratic Unionists under the Revd Ian Paisley vying with one another in intransigence and extremism .	1.1106027471693105	True
147	"She bursts into tears of pride at the very mention . """	1.784812989916555	True
148	I 'd thought it was Dargaville but when we reached the small town of Warkworth , the name ‘ rang a bell ’ .	1.3841042307680966	True
149	George sat on his haunches , biting his lip inside the mask .	1.7537371110874655	True
150	She removed the wrapping from her supper , then stopped , biting her lip thoughtfully , tempted to lead Luke on a little , to let him worry .	1.6812009588405294	True
151	Mr. Butler was sentenced to eight months ' imprisonment .	1.431495334203462	True
152	‘ I beg your pardon ? ’ said Dolly haughtily .	2.3027910997413885	True
153	Research Grant ( Project )	1.337881769709389	True
154	If , over the last five years X/Open has been providing specifications for ‘ open systems plumbing , ’ bridging the gap between vendor products and user requirements , the introduction of XPG4 , X/Open hopes , will see it re-cast as a ‘ standards integrator . ’	1.299426985447624	True
155	Rex bit his lip .	1.783577362996917	True
156	Thank goodness they 're not looking for me , he thought as he crossed the room .	1.654535016205252	True
157	Would Mr Lawson then have resisted the temptation to trundle round his Cabinet colleagues , showing off his muscles and boasting that he alone had faced up to the Iron Lady and won ?	1.304825478596709	True
158	James Thear , 28 , of Aspley Gardens , Kenton , Newcastle , was remanded in custody by Newcastle Crown Court yesterday on firearms charges following a siege in Little Benton last December .	1.6646837114596889	True
159	She bit her lip and turned away from the older nurse .	1.7579441897416317	True
160	We will not cheat health authorities by agreeing pay awards which are not fully funded and leaving managers to bridge the gap by cutting patient care .	1.2540959363731161	True
161	You do n't need to ring the bell .	1.4035982023816282	True
162	Research Grant ( Project )	1.337881769709389	True
163	His lips were pursed , as if with impatience .	2.673801603073691	True
164	Bonard bit his lip and turned his gaze once more to the horizon .	1.7498958396519853	True
165	Having failed to persuade Mr Shankly to change his mind , Liverpool 's board resisted the temptation to appoint another charismatic manager .	1.27770509848443	True
166	The two-plus-four treaty had been ratified by Germany and the United States in October 1990 [ see p. 37762 ] , by the United Kingdom in November [ see p. 37867 ] and by France on Dec. 13 .	1.287801452657852	True
167	He turned his head and glanced to where Martin was taking off his overcoat , and Martin raised his eyebrows , pursed his lips and nodded his head , the action saying , ‘ You 're in for it again , laddie . ’	2.6817871317779085	True
168	Woolley pursed his thin lips and addressed Rogers and Kimberley in particular .	2.6422029351099376	True
169	The other shrugged his shoulders .	2.3457127090009107	True
170	Look , British Library Chambers I beg your pardon .	2.2872934140731926	True
171	She bursting into tears and ran off home !	1.741284667982772	True
172	We rang the bell which made musical chimes , and the admiral answered it .	1.3556405771311468	True
173	Historians must therefore bridge these gaps by intelligent and imaginative thinking .	1.2632648611816288	True
174	Today they were each sentenced to four years imprisonment .	1.4017320004458687	True
175	He would return to her , to beg her pardon for so basely misjudging her , and they would find again the former ease of friendship , the lack of which now gaped in her life like an open wound .	2.2225390047609	True
176	Standing on tiptoe , she kissed him on the cheek .	1.1873433816464194	True
177	A FOUNDING member of the Royal Air Force from Essex will today be meeting the Queen to celebrate the service 's 75th anniversary .	1.0480772334003476	True
178	Beg your pardon ?	2.3460396402688115	True
179	Nanette shrugged her shoulders .	2.3528759399274075	True
180	‘ I beg your pardon ! ’	2.347473161047526	True
181	Over 1,480 guests came from around the world to celebrate the 50th Anniversary of the Battle .	1.120825765487572	True
182	Having told her story with some brio , Miss Breeze burst into tears and was comforted by the motherly Miss Maitland .	1.7517422802990994	True
183	The woman was remanded in custody until Friday .	1.7566291105327454	True
184	‘ I beg your pardon .	2.3299633859476705	True
185	‘ We arrived at 10.55 and rang the bell .	1.380244754020309	True
186	They can resist temptation long enough to make decisions based on good sense .	1.2596923807809326	True
187	Birkett shrugged his shoulders and went on with the fish cakes .	2.301488378070399	True
188	He soon switched his attention to bridging the 100-mile gap between the Franco-Belgian telegraph wire which ended at Brussels and the German one at Aachen .	1.2476207326057633	True
189	‘ I think the name rings a bell . ’ ’	1.4223163266441938	True
190	Research Grant ( Project )	1.337881769709389	True
191	Research Grant ( Project )	1.337881769709389	True
192	Leach was remanded in custody until Friday .	1.7715931546381631	True
193	Glaring at Luke , she burst into tears .	1.782136520185813	True
194	Joseph Slatter was remanded in police custody .	1.814307305161396	True
195	Knocker shrugged his massive shoulders with look of resignation on his face .	2.284834771681988	True
196	Resist that temptation by turning it on its head .	1.298098017914266	True
197	William Tanner walked into the flat with Danny following behind him and both men bent over in turn to kiss Carrie on the cheek .	1.1068313534777023	True
198	Frank replies , ‘ I beg your pardon ? ’ 'The funny beret and the Humphrey Bogart raincoat . ’	2.273718204435919	True
199	sorry I saw it yes I beg your pardon , I 'm sorry	2.2612211620495435	True
200	The Grain Terminal celebrates its 10 year anniversary	1.143483075945198	True
201	Their behaviour was at times appalling ; when little they would spend long stretches of each class on the floor behind the benches , playing with bits of mercury , pricking it with needles and pen nibs , watching it slip into the coarse splintery cracks of the dusty floorboards , and forcing it out again , marvelling at the way it shrugged the dirt off its rounded shoulders .	2.1990065472660136	True
202	A man sat in the cab attached to the trailer vehicle , smoking a cigarette , reading a newspaper .	1.0014761468265163	True
203	This year has ben particularly hectic , celebrating our 75th anniversary with many special events .	1.0580956182248413	True
204	Leonard is n't orthodox , thank goodness , or I 'd have to shave off all my hair .	1.7225462854035456	True
205	Nick had grasped that something big was amiss , and when the truth became known , through Linda 's crying , he too burst into tears .	1.7206303579002633	True
206	Amy shrugged her shoulders .	2.383528497125997	True
207	I hope that the hon. Member for Thanet , North ( Mr. Gale ) will resist the temptation to depart from the Bill under discussion .	1.2893672340146445	True
208	The whistle came again , stronger , almost threatening , and Thomas , pursing his lips , returned the call , raising his hands like a priest giving a benediction .	2.678804500986035	True
209	Research Grant ( Project )	1.5390556231590242	True
210	She bit her lip , jolted into considering this unwelcome snip of observation .	1.745498435231109	True
211	Robyn pursed her lips and tilted her chin , eyes flashing at the scathing tone of his voice .	2.62316037188733	True
212	Shannon named the television station where she 'd worked before turning freelance , and the other woman pursed her lips thoughtfully .	2.6457746811546397	True
213	Claudia shrugged her shoulders .	2.354776285883074	True
214	She frowned , shaking her head , then as the name rang a bell in her mind she looked up quickly .	1.3686809713142032	True
215	So now you 're imagining that he , whoever he is , popped this through the letterbox , waited till she had had time to read it , then rang the bell and invited her to take a stroll with him .	1.407343386437769	True
216	‘ The future risks are tremendous , ’ said Mr John Roberts , a Panama expert who served as general counsel on the Senate Armed Services Committee when the Panama Canal treaties were ratified in 1978 .	1.2801993791945312	True
217	In winning the battle , as we shall see , they had sown the seeds of losing the war .	1.2986147412686089	True
218	You can easily demonstrate the efficiency of this system by lighting a harmless smoke candle close to the lower entrance .	0.7433017844968098	True
219	He rang the bell to call Barrymore , and asked him if he could explain the crying .	1.373620046140386	True
220	He bent his blond head , kissed her , and stroked her cheek .	1.0734839513196213	True
221	John Lennon dropped in on it , and got embarrassed when the poet , naked except for a pair of underpants draped round his head , kissed him on the cheek .	1.072896438260952	True
222	Thank goodness , the current pensions policy is improving the position : many more people will retire with second pensions .	1.6941731230634611	True
223	4 : Research Grant	1.389558234923392	True
224	There are some signs that the market is itself seeking to bridge this gap between ownership and control .	1.1987287842394998	True
225	In a moment the candle was lit again , and I recognized my attacker .	0.7630438720629223	True
226	‘ Well , thank goodness for that ! ’	1.7512160642920926	True
227	In one week I listened to the English boy singing the praises of my dark colouring and frizzy hair , felt him kiss me on the cheek with obvious pleasure whenever I cooked a meal and when I came in from work , or when we sat watching television together , and found him waiting for me at the end of the road when I was late back for some reason .	1.0882568234935674	True
228	The candle was then lit by her partner , and placed between her lips .	0.7211182042073163	True
229	Well , er , this year instead of sowing their tomato seeds right from , from seeds	1.2788610356072314	True
230	The wife is the means through which a man transmits his lineage to his son ; she is often compared to a field in which her husband sows his seed for the continuation of his lineage .	1.2360317130310527	True
231	She bent over and kissed Midwinter on the cheek .	1.138897463926812	True
232	Frau Nordern bit her lip in vexation .	1.7157432157293782	True
233	They are experiencing what women have always known — that the life-sustaining relationships that enable us to grit our teeth and pick our way through the mess made by men , to endure and to survive , are those we share with other women : our mothers , our sisters , our neighbours and friends .	2.520261657367238	True
234	Research Grant ( Project )	1.337881769709389	True
235	Nope , it does n't light my candle !	0.7930250710714695	True
236	Only the unfeeling Moor was left to succour her and she gritted her teeth as she began to climb a rocky incline , refusing to think about the future .	2.4513811789063435	True
237	‘ I beg your pardon ? ’	2.350129670404557	True
238	4 : Research Grant	1.389558234923392	True
239	With distant astonishment at her own efficiency , she heard her voice saying very clearly and reasonably : ‘ I do beg your pardon , but I came to you as the nearest house .	2.22841713077184	True
240	Research Grant ( Project )	1.337881769709389	True
241	This time Feltham magistrates remanded him in custody .	1.678715394066345	True
242	Down on Eagle Creek a hundred or so lit craft bob decoratively like candles in a Japanese water bowl .	0.7303476668912328	True
243	Judge Tony Briggs sentenced him to 18 months imprisonment suspended for two years .	1.3446457618886722	True
244	Chesarynth gritted her teeth , her lips clamped on half-formed phrases that would give the game away , knowing she was n't good enough to deserve the shining wonder the meanings sang inside her .	2.439949714865173	True
245	Sally-Anne — she would not be McAllister again until she reached Vetch Street — bit her lip .	1.7230366072195187	True
246	They were charged with burglary and the theft of a Ford Sierra Cosworth , and remanded in custody for seven days .	1.662361212200759	True
247	In the fading light Tina , wearing greenish-blue Indian cotton with silver alloy chains of Kabul turquoises and coral round her neck , began lighting yellow wax candles set in saucers .	0.7333479896225866	True
248	I 'll grit my teeth and attack the course tomorrow — death or glory , nothing in between . ’	2.454747852246803	True
249	BRIDGING THE GAP	1.2885725876355838	True
250	When I first started to smoke a cigarette , I felt ill but I kept on because everyone else was doing it , but with sniffing glue when I first tried it I enjoyed it , it 's something I did enjoy , that 's the reason I started anyway . ’	1.0831133435724005	True
251	In a furious letter he told him not to interfere in Britain 's moves to ratify the Maastricht Treaty .	1.3227725865945086	True
252	In July 1990 James Smith , Minister of Labour in the previous JLP adminstration , was convicted of fraud involving misappropriation of payments for Jamaicans working on farms in North America , and was sentenced to five years ' imprisonment and hard labour .	1.3622695032071148	True
253	Research Grant ( Project )	1.5390556231590242	True
254	A flood of heat engulfed her , and she bit her lip , curling on to her side and pressing her hands to her hot face .	1.6689300735084478	True
255	THANK goodness Hallowe'en is over — and what a shame that this time of superstition and harmless fun has been replaced by an imported nonsense called trick-or-treat .	1.6817775573178577	True
256	4 : Research Grant	1.389558234923392	True
257	He kissed her lightly on the cheek , then turned and walked out of the hotel .	1.14346932610821	True
258	I know we have all heard of cases where someone has smoked sixty cigarettes a day and still lived to a ripe old age — but is it really worth taking the chance ?	1.060681445257286	True
259	You may consider the susceptibility as the soil in which the seeds of disease are sown .	1.307333275271143	True
260	If it was n't , she would just have to grit her teeth and start all over again .	2.485599365631838	True
261	‘ I beg your pardon ? ’	2.319860937024939	True
262	‘ Even under these circumstances , ’ Ace said , ‘ I think I can resist the temptation .	1.2998780591501822	True
263	‘ Well , thank goodness for that .	1.7673230970503908	True
264	Suddenly Rachel leant over and kissed Phoebe quite gently on the cheek , and then she turned and led the way downstairs .	1.0350044312776703	True
265	At their trial , in which Mathews was the principal prosecution witness , they were all sentenced to life imprisonment with a recommendation they serve not less than twenty years .	1.3481999282477999	True
266	On Belfast I 've been told , and and my oversight , beg your pardon , that erm I mentioned the four regional	2.222546355480736	True
267	Across the road from where we stayed is the track of the LB Narrow Gauge Railway which is celebrating its 25th anniversary .	1.092413981852416	True
268	In the talk , first Mr Preshous ( Principal of the Bishop 's Castle ommunity College ) recalled how they came to Bishop 's Castle in 1973 when the Borough was celebrating Charter Year marking the 400th anniversary of the granting of the Borough Charter .	1.0628923873864105	True
269	It is often better to bite your lip and let pupils charge off in the ‘ wrong ’ direction , because the more of this kind of work you do the less you will be able to define ‘ wrong ’ .	1.719763834791347	True
270	It may be wondered both whether it is actually open to a group of Member States to enter into an agreement on a matter which would appear to fall within Community competence ( at least if Maastricht comes into force ) and how far this is an indicator of things to come if some Member States do not ratify the Maastricht Treaty .	1.2850390829526255	True
271	Nervously she licked dry lips and , into what seemed a sudden stillness , heard him catch his breath .	1.8734185879603575	True
272	Claire burst into tears .	1.787998167937375	True
273	Gritting his teeth against the pain , he made a grab with his right hand and ripped the knife from its sheath .	2.4160021528258877	True
274	It would not be too extreme to ascribe insanity to a headmaster with no pupils ringing a long-silent bell in an empty school .	1.3926752743660114	True
275	I had left Armstrong too long and I hurried back , resisting the temptation to damage the Sierra in some small way ( just for peace of mind ) .	1.3095086016060606	True
276	Research Grant ( Project )	1.337881769709389	True
277	In a letter he told him not to interfere in Britain 's moves to ratify the Maastricht Treaty .	1.3170858891545527	True
278	The seeds of her later action are sown here , and Troilus is responsible .	1.313568154264874	True
279	‘ Please , sir , may I ring the bell ? ’	1.3883211704629876	True
280	He bit his lip thoughtfully .	1.8099812767945518	True
281	Leaning across she kissed him on the cheek .	1.135916223333595	True
282	There was a slight shrillness to her voice and she bit her lip to contain the rising feeling of panic .	1.6900352767043207	True
283	Then , from behind me , an unfamiliar voice sounded : ‘ Oh , ring my bells . ’	1.3458219340014226	True
284	Robyn bit her lip and half considered throwing the whole lot over him .	1.7500664000049593	True
